"ID","inchikey","sdftitle","order","set","CVfold","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00274064-01","SNHRLVCMMWUAJD-OMPPIWKSSA-N","NCGC00274064-01",915,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179492-03","XSFJVAJPIHIPKU-XWCQMRHXSA-N","NCGC00179492-03",916,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166000-04","NTHXOOBQLCIOLC-UHFFFAOYSA-N","NCGC00166000-04",917,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164529-04","VBICKXHEKHSIBG-UHFFFAOYSA-N","NCGC00164529-04",918,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015938-05","XTZNCVSCVHTPAI-UHFFFAOYSA-N","NCGC00015938-05",919,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015323-11","HLXQFVXURMXRPU-UHFFFAOYSA-L","NCGC00015323-11",920,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179456-04","VPNYRYCIDCJBOM-UHFFFAOYSA-M","NCGC00179456-04",921,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015854-10","XLBIBBZXLMYSFF-UHFFFAOYSA-M","NCGC00015854-10",922,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016239-04","PQMWYJDJHJQZDE-UHFFFAOYSA-M","NCGC00016239-04",923,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181009-02","QTSXMEPZSHLZFF-UHFFFAOYSA-M","NCGC00181009-02",924,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164621-02","PMAHPMMCPXYARU-UHFFFAOYSA-N","NCGC00164621-02",925,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00261975-01","MLOSJPZSZWUDSK-UHFFFAOYSA-N","NCGC00261975-01",926,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262944-01","GGMMWVHTLAENAS-UHFFFAOYSA-M","NCGC00262944-01",927,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178896-05","JRRNZNSGDSFFIR-UHFFFAOYSA-M","NCGC00178896-05",928,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018203-06","XEDCWWFPZMHXCM-UHFFFAOYSA-M","NCGC00018203-06",929,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015862-07","VNYBTNPBYXSMOO-UHFFFAOYSA-M","NCGC00015862-07",930,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015730-11","LULNWZDBKTWDGK-UHFFFAOYSA-M","NCGC00015730-11",931,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018171-06","GKEGFOKQMZHVOW-UHFFFAOYSA-M","NCGC00018171-06",932,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022697-03","CXYRUNPLKGGUJF-RAFJPFSSSA-M","NCGC00022697-03",933,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00186628-02","HOZOZZFCZRXYEK-GSWUYBTGSA-M","NCGC00186628-02",934,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253601-01","YCPQJUMVOSDLAJ-JGMJEEPBSA-L","NCGC00253601-01",935,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094887-05","LZPBLUATTGKZBH-BJEMNLSMSA-L","NCGC00094887-05",936,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00024930-03","DXXUGBPKQDTBQW-UHFFFAOYSA-L","NCGC00024930-03",937,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015971-05","YOEWQQVKRJEPAE-UHFFFAOYSA-L","NCGC00015971-05",938,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015150-04","HOPSCVCBEOCPJZ-UHFFFAOYSA-N","NCGC00015150-04",939,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015045-09","JHPHVAVFUYTVCL-UHFFFAOYSA-M","NCGC00015045-09",940,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015245-10","XXRMYXBSBOVVBH-UHFFFAOYSA-N","NCGC00015245-10",941,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018123-07","JUGOREOARAHOCO-UHFFFAOYSA-M","NCGC00018123-07",942,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015237-07","AIXAANGOTKPUOY-UHFFFAOYSA-N","NCGC00015237-07",943,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015409-11","BXKDSDJJOVIHMX-UHFFFAOYSA-N","NCGC00015409-11",944,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160378-02","LJZCWOISXLZEEU-UHFFFAOYSA-M","NCGC00160378-02",945,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263460-01","PJBQYZZKGNOKNJ-UHFFFAOYSA-M","NCGC00263460-01",946,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178480-03","GXFZCDMWGMFGFL-KKXMJGKMSA-N","NCGC00178480-03",947,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00024772-02","ZRFWHHCXSSACAW-UHFFFAOYSA-M","NCGC00024772-02",948,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178286-05","HIGSLXSBYYMVKI-UHFFFAOYSA-N","NCGC00178286-05",949,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167438-02","RVCSYOQWLPPAOA-QKYUOBHYSA-M","NCGC00167438-02",950,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159485-06","MKWYFZFMAMBPQK-UHFFFAOYSA-J","NCGC00159485-06",951,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00182068-04","DPNNNPAKRZOSMO-UHFFFAOYSA-K","NCGC00182068-04",952,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00182547-02","XPCLDSMKWNNKOM-UHFFFAOYSA-K","NCGC00182547-02",953,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015482-07","REEUVFCVXKWOFE-UHFFFAOYSA-K","NCGC00015482-07",954,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263444-01","DIGFQJFCDPKEPF-OIUSMDOTSA-L","NCGC00263444-01",955,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181356-02","YHEWVHONOOWLMW-UHFFFAOYSA-M","NCGC00181356-02",956,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00025122-02","RDTKUZXIHMTSJO-UEIGIMKUSA-M","NCGC00025122-02",957,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00160376-02","MGEPZVLQTPNDCU-UHFFFAOYSA-M","NCGC00160376-02",958,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094810-04","WSHYKIAQCMIPTB-UHFFFAOYSA-M","NCGC00094810-04",959,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178317-03","DFHAXXVZCFXGOQ-UHFFFAOYSA-K","NCGC00178317-03",960,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00043225-04","WPUMTJGUQUYPIV-UHFFFAOYSA-L","NCGC00043225-04",961,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022858-08","VLARUOGDXDTHEH-UHFFFAOYSA-L","NCGC00022858-08",962,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015844-10","VWIKDHUBYGYUKW-HXFTUNQESA-L","NCGC00015844-10",963,"training",4,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00274056-01","ARGHCEVMLACPSI-UHFFFAOYSA-L","NCGC00274056-01",964,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179380-04","GWBBVOVXJZATQQ-UHFFFAOYSA-L","NCGC00179380-04",965,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263961-02","XMCDZRXQAGFWAK-PMCOHIMVSA-L","NCGC00263961-02",966,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022579-05","RTYJTGSCYUUYAL-YCAHSCEMSA-L","NCGC00022579-05",967,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016759-04","CDBRNDSHEYLDJV-FVGYRXGTSA-M","NCGC00016759-04",968,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022248-04","HHZQLQREDATOBM-CODXZCKSSA-M","NCGC00022248-04",969,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018113-07","VPZRWNZGLKXFOE-UHFFFAOYSA-M","NCGC00018113-07",970,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263571-01","GHFGHIKJGVMEFT-UHFFFAOYSA-M","NCGC00263571-01",971,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249901-01","ULIWJHVQUNGGNZ-UHFFFAOYSA-M","NCGC00249901-01",972,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178318-04","XOGTZOOQQBDUSI-UHFFFAOYSA-M","NCGC00178318-04",973,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178220-05","DJGAAPFSPWAYTJ-UHFFFAOYSA-M","NCGC00178220-05",974,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00274082-01","DBMJMQXJHONAFJ-UHFFFAOYSA-M","NCGC00274082-01",975,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178810-03","WWPRGAYLRGSOSU-RNROJPEYSA-M","NCGC00178810-03",976,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164568-04","LBFBRXGCXUHRJY-HKHDRNBDSA-M","NCGC00164568-04",977,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262925-01","RCVIHORGZULVTN-YGJXXQMASA-M","NCGC00262925-01",978,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253597-01","NLUFDZBOHMOBOE-UHFFFAOYSA-M","NCGC00253597-01",979,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249898-01","NONMFFAJXFTYER-UHFFFAOYSA-M","NCGC00249898-01",980,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094811-06","SEEXPXUCHVGZGU-UHFFFAOYSA-M","NCGC00094811-06",981,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159518-05","KRCQSTCYZUOBHN-UHFFFAOYSA-N","NCGC00159518-05",982,"training",0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00091595-07","SEVSIOOUCUTMMP-UHFFFAOYSA-M","NCGC00091595-07",983,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263570-01","PLHREJBSQUSUCW-UHFFFAOYSA-M","NCGC00263570-01",984,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263967-02","DCSBSVSZJRSITC-UHFFFAOYSA-M","NCGC00263967-02",985,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178815-03","QQILXENAYPUNEA-UHFFFAOYSA-M","NCGC00178815-03",986,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178877-03","NRZPASQBOYNGHR-HWROMZCQSA-M","NCGC00178877-03",987,"training",0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00094619-06","RPLOPBHEZLFENN-HTMVYDOJSA-M","NCGC00094619-06",988,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178840-05","SCLZRKVZRBKZCR-SLINCCQESA-M","NCGC00178840-05",989,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263949-02","WCMIIGXFCMNQDS-UVINOEOUSA-M","NCGC00263949-02",990,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159472-05","FVVDKUPCWXUVNP-UHFFFAOYSA-M","NCGC00159472-05",991,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253600-01","WCIMWHNSWLLELS-UHFFFAOYSA-M","NCGC00253600-01",992,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179599-03","NCFTXMQPRQZFMZ-WERGMSTESA-M","NCGC00179599-03",993,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159524-02","AWLILQARPMWUHA-UHFFFAOYSA-M","NCGC00159524-02",994,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00274079-01","NAFSTSRULRIERK-UHFFFAOYSA-M","NCGC00274079-01",995,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249938-01","HCLFWAHLVGHDOL-UHFFFAOYSA-N","NCGC00249938-01",996,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00163736-04","YWTYJOPNNQFBPC-UHFFFAOYSA-N","NCGC00163736-04",997,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015876-11","VMXUWOKSQNHOCA-UKTHLTGXSA-N","NCGC00015876-11",998,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179658-04","VABCILAOYCMVPS-UHFFFAOYSA-N","NCGC00179658-04",999,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164577-02","GWUSZQUVEVMBPI-UHFFFAOYSA-N","NCGC00164577-02",1000,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159358-03","KJONHKAYOJNZEC-UHFFFAOYSA-N","NCGC00159358-03",1001,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00261977-01","MDJFHRLTPRPZLY-UHFFFAOYSA-N","NCGC00261977-01",1002,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178830-05","MOYKHGMNXAOIAT-JGWLITMVSA-N","NCGC00178830-05",1003,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249933-01","AFLXUQUGROGEFA-UHFFFAOYSA-N","NCGC00249933-01",1004,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166106-03","FJCFFCXMEXZEIM-UHFFFAOYSA-N","NCGC00166106-03",1005,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166237-02","LQYJAVWWKTWWKN-UHFFFAOYSA-N","NCGC00166237-02",1006,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015831-06","SSOXZAQUVINQSA-BTJKTKAUSA-N","NCGC00015831-06",1007,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016283-04","BREMLQBSKCSNNH-UHFFFAOYSA-M","NCGC00016283-04",1008,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253568-01","CHJMFFKHPHCQIJ-UHFFFAOYSA-L","NCGC00253568-01",1009,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016666-06","VMLDPXIOBIJNAW-UHFFFAOYSA-N","NCGC00016666-06",1010,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179630-03","DWSGTFTVBLXELC-RDYJJYPNSA-N","NCGC00179630-03",1011,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00024357-07","WTGQALLALWYDJH-MOUKNHLCSA-N","NCGC00024357-07",1012,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262958-01","GCQYYIHYQMVWLT-YNYOGKQOSA-N","NCGC00262958-01",1013,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090868-05","BCQZXOMGPXTTIC-UHFFFAOYSA-N","NCGC00090868-05",1014,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00273564-01","CIUUIPMOFZIWIZ-UHFFFAOYSA-N","NCGC00273564-01",1015,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090770-09","WOVKYSAHUYNSMH-RRKCRQDMSA-N","NCGC00090770-09",1016,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164530-03","LDCXGZCEMNMWIL-VOTSOKGWSA-N","NCGC00164530-03",1017,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00017259-07","YSEXMKHXIOCEJA-FVFQAYNVSA-N","NCGC00017259-07",1018,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016069-13","XYLJNLCSTIOKRM-UHFFFAOYSA-N","NCGC00016069-13",1019,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00248061-02","SXONDGSPUVNZLO-UHFFFAOYSA-N","NCGC00248061-02",1020,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253596-01","ZEHYJZXQEQOSON-WAYWQWQTSA-N","NCGC00253596-01",1021,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160547-02","CVHGCWVMTZWGAY-UHFFFAOYSA-N","NCGC00160547-02",1022,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00319018-01","BPNZYADGDZPRTK-UDUYQYQQSA-N","NCGC00319018-01",1023,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00025158-02","SWECWXGUJQLXJF-HFNHQGOYSA-N","NCGC00025158-02",1024,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166294-03","DZZWHBIBMUVIIW-DTORHVGOSA-N","NCGC00166294-03",1025,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263659-01","KBDSLGBFQAGHBE-MSGMIQHVSA-N","NCGC00263659-01",1026,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166413-02","KXNPVXPOPUZYGB-XYVMCAHJSA-N","NCGC00166413-02",1027,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015496-08","VZJFGSRCJCXDSG-UHFFFAOYSA-N","NCGC00015496-08",1028,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00182546-02","ZPACYDRSPFRDHO-ROBAGEODSA-N","NCGC00182546-02",1029,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00021666-04","WJBLNOPPDWQMCH-MBPVOVBZSA-N","NCGC00021666-04",1030,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00163160-04","DHSSDEDRBUKTQY-UHFFFAOYSA-N","NCGC00163160-04",1031,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253765-01","YZTJYBJCZXZGCT-UHFFFAOYSA-N","NCGC00253765-01",1032,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015884-13","CQXADFVORZEARL-UHFFFAOYSA-N","NCGC00015884-13",1033,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091146-08","WJFKNYWRSNBZNX-UHFFFAOYSA-N","NCGC00091146-08",1034,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167539-03","SIKJAQJRHWYJAI-UHFFFAOYSA-N","NCGC00167539-03",1035,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00042523-03","MHKLKWCYGIBEQF-UHFFFAOYSA-N","NCGC00042523-03",1036,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091238-03","AFZSMODLJJCVPP-UHFFFAOYSA-N","NCGC00091238-03",1037,"training",0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00090955-06","XBPCUCUWBYBCDP-UHFFFAOYSA-N","NCGC00090955-06",1038,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253728-01","SBYHFKPVCBCYGV-UHFFFAOYSA-N","NCGC00253728-01",1039,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181124-02","SLRCCWJSBJZJBV-ZQDZILKHSA-N","NCGC00181124-02",1040,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022680-05","QMBJSIBWORFWQT-DFXBJWIESA-N","NCGC00022680-05",1041,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00021575-05","FAOZLTXFLGPHNG-KNAQIMQKSA-N","NCGC00021575-05",1042,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00023100-08","DUHUCHOQIDJXAT-OLVMNOGESA-N","NCGC00023100-08",1043,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179460-03","GZENKSODFLBBHQ-ILSZZQPISA-N","NCGC00179460-03",1044,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263545-01","PGTVWKLGGCQMBR-FLBATMFCSA-N","NCGC00263545-01",1045,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253698-01","SGSGCQGCVKWRNM-UHFFFAOYSA-N","NCGC00253698-01",1046,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253729-01","OMQHDIHZSDEIFH-UHFFFAOYSA-N","NCGC00253729-01",1047,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262911-01","MZWRIOUCMXPLKV-RFOVXIPZSA-N","NCGC00262911-01",1048,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00188864-02","XMXHEBAFVSFQEX-UHFFFAOYSA-N","NCGC00188864-02",1049,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016853-06","BLXXJMDCKKHMKV-UHFFFAOYSA-N","NCGC00016853-06",1050,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015801-12","BYPFEZZEUUWMEJ-UHFFFAOYSA-N","NCGC00015801-12",1051,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015861-09","RBQOQRRFDPXAGN-UHFFFAOYSA-N","NCGC00015861-09",1052,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160525-02","HUNXMJYCHXQEGX-UHFFFAOYSA-N","NCGC00160525-02",1053,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160558-02","JNEZCZPNQCQCFK-UHFFFAOYSA-N","NCGC00160558-02",1054,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253646-01","YJYPHIXNFHFHND-UHFFFAOYSA-N","NCGC00253646-01",1055,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015680-18","DRLFMBDRBRZALE-UHFFFAOYSA-N","NCGC00015680-18",1056,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094576-05","RRUDCFGSUDOHDG-UHFFFAOYSA-N","NCGC00094576-05",1057,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263573-01","MLSVJHOYXJGGTR-MOMGZFCSSA-N","NCGC00263573-01",1058,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249922-01","VQHGRIUWSVCJPX-ULPOLMMYSA-N","NCGC00249922-01",1059,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160615-03","ZIJKGAXBCRWEOL-SAXBRCJISA-N","NCGC00160615-03",1060,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095255-08","ZAKOWWREFLAJOT-CEFNRUSXSA-N","NCGC00095255-08",1061,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018274-05","TYNLGDBUJLVSMA-UHFFFAOYSA-N","NCGC00018274-05",1062,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00021191-09","ITRJWOMZKQRYTA-RFZYENFJSA-N","NCGC00021191-09",1063,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00022662-05","AKUJBENLRBOFTD-RPRRAYFGSA-N","NCGC00022662-05",1064,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179685-03","ZOCUOMKMBMEYQV-GSLJADNHSA-N","NCGC00179685-03",1065,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00021925-03","LRJOMUJRLNCICJ-JZYPGELDSA-N","NCGC00021925-03",1066,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00021277-04","ALEXXDVDDISNDU-KPYZGQEZSA-N","NCGC00021277-04",1067,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
